"fantasyPointsRank","playerName","teamName","position","byeWeek","games","fantasyPoints","auctionValue","passComp","passAtt","passYds","passTd","passInt","passSacked","rushAtt","rushYds","rushTd","recvTargets","recvReceptions","recvYds","recvTd","fumbles","fumblesLost","twoPt","returnYds","returnTd","fgMade019","fgAtt019","fgMade2029","fgAtt2029","fgMade3039","fgAtt3039","fgMade4049","fgAtt4049","fgMade50plus","fgAtt50plus","patMade","patAtt","dstSacks","dstSafeties","dstInt","dstFumblesForced","dstFumblesRecovered","dstTd","dstReturnYds","dstReturnTd","dstPts0","dstPts16","dstPts713","dstPts1420","dstPts2127","dstPts2834","dstPts35plus","idpTacklesSolo","idpTacklesAssist","idpSacks","idpTacklesForLoss","idpPassDefended","idpInt","idpFumblesForced","idpFumblesRecovered","idpSafeties","idpTd"
"239","Xavier Legette","CAR","wr","11","17","112.5","0","0","0","0","0","0","0","0","0","0","65.2374","40.2078","532.755","3.0508","0.4244","0.2122","0.0507","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"240","Adonai Mitchell","IND","wr","14","17","111.4","0","0","0","0","0","0","0","0","0","0","65.528","39.3531","545.1484","2.7862","0.4154","0.2077","0.0602","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"241","Ja'Tavion Sanders","CAR","te","11","17","75.4","0","0","0","0","0","0","0","0","0","0","42.7259","30.8785","324.6951","2.0387","0.2554","0.1277","0.0633","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"242","Kylen Granson","IND","te","14","17","74.9","0","0","0","0","0","0","0","0","0","0","44.7516","32.0726","331.9366","1.6639","0.3147","0.1574","0.066","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"243","Dyami Brown","WAS","wr","14","17","109.5","0","0","0","0","0","0","0","0","0","0","62.6302","35.0981","560.451","2.8563","0.3453","0.1726","0.0489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"244","Jaylen Wright","MIA","rb","6","17","20.3","0","0","0","0","0","0","0","35.9261","151.8591","0.8725","0","0","0","0","0.2348","0.1174","0.031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"245","Ameer Abdullah","LV","rb","10","17","18.7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0645","0.0322","0","183.4195","0.0847","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"246","C.J. Ham","MIN","rb","6","17","17.3","0","0","0","0","0","0","0","19.5769","60.8537","0.4297","5.2715","4.1934","34.8968","0.172","0.1669","0.0835","0.0114","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"247","Tre Tucker","LV","wr","10","17","106.2","0","0","0","0","0","0","0","17.8466","101.4192","0.6334","36.1617","22.3168","295.6895","1.5982","1.2949","0.6475","0.0452","317.538","0.0903","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"248","Kyle Juszczyk","SF","rb","9","17","16.8","0","0","0","0","0","0","0","5.8449","18.1664","0.1519","7.1801","5.7413","59.1959","0.4129","0.0864","0.0432","0.0129","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"249","Jordan Mims","NO","rb","12","3","16.5","0","0","0","0","0","0","0","12.4913","51.0336","0.3013","5.7243","4.7732","36.9754","0.1993","0.1306","0.0653","0.0085","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"250","Ronnie Rivers","LA","rb","6","17","16.1","0","0","0","0","0","0","0","12.1809","50.9594","0.3104","5.6263","4.742","34.2866","0.1795","0.1182","0.0591","0.01","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"251","Trayveon Williams","CIN","rb","12","17","15.7","0","0","0","0","0","0","0","11.2339","46.9256","0.2808","5.8501","4.855","34.8934","0.1844","0.1187","0.0593","0.0104","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"252","KaVontae Turpin","DAL","wr","7","17","102.5","0","0","0","0","0","0","0","9.4538","51.439","0.3462","19.7188","12.9413","156.0969","1.0322","1.2924","0.6462","0.0283","613.1738","0.2013","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"253","Rasheen Ali","BLT","rb","14","17","13.5","0","0","0","0","0","0","0","9.4426","40.5881","0.2739","4.7144","3.8831","30.1303","0.1657","0.1019","0.0509","0.0107","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"254","JaMycal Hasty","NE","rb","14","17","13.3","0","0","0","0","0","0","0","8.8723","37.6939","0.2407","5.063","4.0928","29.2805","0.1667","0.0898","0.0449","0.0083","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"255","Tyler Goodson","IND","rb","14","17","13.2","0","0","0","0","0","0","0","8.6225","37.0463","0.2355","5.1439","4.1816","30.759","0.1474","0.097","0.0485","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"256","Dare Ogunbowale","HST","rb","14","17","13.1","0","0","0","0","0","0","0","8.2948","31.3288","0.1982","5.8007","4.7125","31.7905","0.1631","0.0949","0.0474","0.0112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"257","Jeremy McNichols","WAS","rb","14","17","12.7","0","0","0","0","0","0","0","8.3781","33.6129","0.1866","5.2192","4.2533","30.9452","0.1506","0.0987","0.0494","0.0061","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"258","Keaton Mitchell","BLT","rb","14","8","12.7","0","0","0","0","0","0","0","13.3131","66.2058","0.3973","2.2145","1.8301","13.9667","0.0738","0.0968","0.0484","0.0102","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"259","Daniel Bellinger","NYG","te","11","17","66.5","0","0","0","0","0","0","0","0","0","0","38.8431","29.8458","280.3869","1.4646","0.2841","0.1421","0.1285","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"260","Patrick Ricard","BLT","rb","14","17","11.8","0","0","0","0","0","0","0","4.6025","14.605","0.1057","5.6573","4.559","37.3332","0.2431","0.0726","0.0363","0.0071","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"261","Austin Hooper","NE","te","14","17","65.1","0","0","0","0","0","0","0","0","0","0","38.4789","28.3346","276.958","1.5139","0.1954","0.0977","0.0856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"262","Noah Gray","KC","te","6","17","64.3","0","0","0","0","0","0","0","0","0","0","32.6295","25.0705","257.1461","2.2558","0.1692","0.0846","0.07","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"263","Jase McClellan","ATL","rb","12","17","9.9","0","0","0","0","0","0","0","9.0334","39.1475","0.2708","2.6433","2.1842","16.974","0.0977","0.0816","0.0408","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"264","Trey Palmer","TB","wr","11","17","98.7","0","0","0","0","0","0","0","4.0244","23.4527","0.1577","38.5528","24.4342","288.7254","1.7557","1.444","0.722","0.0435","325.8646","0.0995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"265","Ricky Pearsall","SF","wr","9","17","98.5","0","0","0","0","0","0","0","0","0","0","42.0547","26.7839","363.6641","2.1563","0.3556","0.1778","0.1008","213.593","0.101","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"266","Tutu Atwell","LA","wr","6","17","97.5","0","0","0","0","0","0","0","19.8956","104.0096","0.838","30.9448","18.3623","267.3614","1.5313","0.4793","0.2397","0.0723","268.2241","0.1174","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"267","Michael Mayer","LV","te","10","17","62.3","0","0","0","0","0","0","0","0","0","0","34.6119","25.335","275.4044","1.5719","0.1944","0.0972","0.1296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"268","DJ Chark Jr.","LAC","wr","5","17","97","0","0","0","0","0","0","0","0","0","0","51.839","30.6165","497.0607","2.704","0.4803","0.2402","0.0418","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"269","Julius Chestnut","TEN","rb","5","17","7.3","0","0","0","0","0","0","0","12.9233","52.6696","0.3471","0","0","0","0","0.0838","0.0419","0.0062","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"270","Jeremy Ruckert","NYJ","te","12","17","61.1","0","0","0","0","0","0","0","0","0","0","35.6077","25.8343","266.4303","1.4579","0.2072","0.1036","0.0664","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"271","Foster Moreau","NO","te","12","17","60.1","0","0","0","0","0","0","0","0","0","0","32.679","24.6896","254.9535","1.6651","0.1748","0.0874","0.049","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"272","Ja'Lynn Polk","NE","wr","14","17","94.9","0","0","0","0","0","0","0","0","0","0","55.3564","33.222","463.1691","2.4434","0.3507","0.1753","0.0741","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"273","Jamison Crowder","WAS","wr","14","17","94.6","0","0","0","0","0","0","0","0","0","0","25.0521","17.0981","182.3435","0.8884","1.2432","0.6216","0.0242","546.2804","0.1856","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"274","Isaac Guerendo","SF","rb","9","17","5.4","0","0","0","0","0","0","0","4.4961","19.9292","0.1406","1.5386","1.2715","9.9595","0.0542","0.0425","0.0213","0.0069","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"275","Mo Alie-Cox","IND","te","14","17","58.8","0","0","0","0","0","0","0","0","0","0","33.9495","24.8612","231.8567","1.8241","0.2629","0.1315","0.0918","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"276","Jeff Wilson Jr.","MIA","rb","6","17","4.3","0","0","0","0","0","0","0","8.0733","32.0372","0.1932","0","0","0","0","0.0609","0.0304","0.0038","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"277","Travis Homer","CHI","rb","7","17","2.5","0","0","0","0","0","0","0","4.5194","18.1973","0.1206","0","0","0","0","0.0287","0.0144","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"278","Xavier Gipson","NYJ","wr","12","17","91.1","0","0","0","0","0","0","0","9.0955","53.3309","0.3961","15.9438","9.8428","121.6724","0.6132","1.4239","0.712","0.0153","584.3176","0.2692","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"279","Alec Ingold","MIA","rb","6","17","1.7","0","0","0","0","0","0","0","4.0366","12.5193","0.0762","0","0","0","0","0.026","0.013","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"280","Derius Davis","LAC","wr","5","17","90","0","0","0","0","0","0","0","13.4177","78.1194","0.4507","9.0155","6.0357","67.9721","0.3719","1.2304","0.6152","0.0101","649.9241","0.2415","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"281","Calvin Austin III","PIT","wr","9","17","89.5","0","0","0","0","0","0","0","13.3169","71.3519","0.5759","28.7407","17.1165","213.7403","1.1243","1.3096","0.6548","0.0364","345.0584","0.1024","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"282","Tyler Boyd","TEN","wr","5","17","88.2","0","0","0","0","0","0","0","0","0","0","50.4576","34.2735","400.607","2.0916","0.233","0.1165","0.0821","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"283","Bryce Young","CAR","qb","11","17","222","0","301.2851","500.9499","3117.9616","18.3009","9.4487","55.9982","60.8008","257.5534","1.9372","0","0","0","0","10.6065","5.3033","0.8891","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"284","Adam Trautman","DEN","te","14","17","47.1","0","0","0","0","0","0","0","0","0","0","26.3423","19.7792","195.1117","1.3179","0.1456","0.0728","0.0448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"285","Jordan Akins","CLV","te","10","17","46.5","0","0","0","0","0","0","0","0","0","0","27.4716","20.2998","205.0054","0.9676","0.1481","0.074","0.0385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"286","Elijah Moore","CLV","wr","10","17","81.1","0","0","0","0","0","0","0","8.7089","44.8375","0.3437","47.5847","28.5912","354.4292","1.7395","0.4057","0.2029","0.0164","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"287","Tip Reiman","ARZ","te","11","17","45.4","0","0","0","0","0","0","0","0","0","0","26.3551","19.4261","193.494","1.1141","0.1606","0.0803","0.0515","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"288","Josh Whyle","TEN","te","5","17","43.3","0","0","0","0","0","0","0","0","0","0","24.8399","18.0133","185.0783","1.1442","0.1448","0.0724","0.0448","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"289","Tommy Tremble","CAR","te","11","17","43.3","0","0","0","0","0","0","0","0","0","0","24.8086","18.0626","169.2787","1.3992","0.1317","0.0659","0.0327","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"290","Davis Allen","LA","te","6","17","41.1","0","0","0","0","0","0","0","0","0","0","21.9427","16.6236","170.1551","1.2435","0.1336","0.0668","0.053","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"291","Nelson Agholor","BLT","wr","14","17","74.3","0","0","0","0","0","0","0","0","0","0","42.4294","28.7056","324.9133","2.1599","0.4996","0.2498","0.056","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"292","Luke Farrell","JAX","te","12","17","39.3","0","0","0","0","0","0","0","0","0","0","21.1475","16.2763","166.6242","1.0694","0.1295","0.0647","0.029","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"293","Jermaine Burton","CIN","wr","12","17","74","0","0","0","0","0","0","0","0","0","0","39.1955","24.2563","368.619","2.0613","0.256","0.128","0.0509","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"294","Roman Wilson","PIT","wr","9","17","74","0","0","0","0","0","0","0","0","0","0","44.2165","26.9741","357.7391","1.7813","0.2847","0.1424","0.0609","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"295","Drew Sample","CIN","te","12","17","38","0","0","0","0","0","0","0","0","0","0","22.2303","17.8618","139.7042","1.0335","0.1394","0.0697","0.0575","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"296","Josh Oliver","MIN","te","6","17","37","0","0","0","0","0","0","0","0","0","0","21.5249","16.4069","148.4169","0.9801","0.1665","0.0832","0.0392","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"297","Kendrick Bourne","NE","wr","14","13","71.6","0","0","0","0","0","0","0","0","0","0","41.1371","29.1486","317.2855","1.7856","0.4885","0.2442","0.0518","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"298","Parker Washington","JAX","wr","12","17","71.6","0","0","0","0","0","0","0","0","0","0","22.2605","14.8365","176.1758","0.992","1.1086","0.5543","0.0163","342.4327","0.0921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"299","Andrew Ogletree","IND","te","14","17","36.5","0","0","0","0","0","0","0","0","0","0","20.5754","14.7405","155.1705","1.0482","0.1175","0.0588","0.0353","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"300","Stone Smartt","LAC","te","5","17","36","0","0","0","0","0","0","0","0","0","0","19.7214","14.1061","159.9739","0.9507","0.1115","0.0558","0.0376","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"301","Charlie Jones","CIN","wr","12","17","70.9","0","0","0","0","0","0","0","1.8723","10.8636","0.0708","5.8501","3.838","47.8513","0.2694","1.045","0.5225","0.0079","594.6909","0.2651","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"302","Odell Beckham Jr.","MIA","wr","6","13","70.4","0","0","0","0","0","0","0","0","0","0","39.3211","23.626","340.6862","2.0099","0.2997","0.1499","0.0555","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"303","Luke Schoonmaker","DAL","te","7","17","34.6","0","0","0","0","0","0","0","0","0","0","18.592","13.9559","144.7309","1.0328","0.1117","0.0559","0.0502","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"304","Jake Tonges","SF","te","9","17","34.3","0","0","0","0","0","0","0","0","0","0","18.463","13.7352","140.6093","1.0748","0.1134","0.0567","0.0839","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"305","John Bates","WAS","te","14","17","33.7","0","0","0","0","0","0","0","0","0","0","20.8767","15.486","135.9499","0.7906","0.163","0.0815","0.0344","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"306","Tyquan Thornton","NE","wr","14","17","67.6","0","0","0","0","0","0","0","0","0","0","46.7493","27.8116","299.3317","1.5656","0.2578","0.1289","0.0544","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"307","Gunner Olszewski","NYG","wr","11","17","67.4","0","0","0","0","0","0","0","0","0","0","4.8554","3.0767","36.6404","0.182","1.4247","0.7124","0.0062","607.8587","0.2577","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"308","Johnny Mundt","MIN","te","6","17","32","0","0","0","0","0","0","0","0","0","0","18.9944","15.1011","119.1916","0.8423","0.1151","0.0576","0.0396","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"309","Tanner Hudson","CIN","te","12","17","31.9","0","0","0","0","0","0","0","0","0","0","17.5502","13.3517","131.9276","0.8916","0.0967","0.0484","0.0399","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"310","Brock Wright","DET","te","5","17","30.6","0","0","0","0","0","0","0","0","0","0","16.2644","13.0309","111.1099","1.0611","0.0998","0.0499","0.0394","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"311","Jahan Dotson","PHI","wr","5","17","64.7","0","0","0","0","0","0","0","0","0","0","35.4383","23.0214","304.5284","1.7982","0.1827","0.0914","0.0576","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"312","Darnell Washington","PIT","te","9","17","29.1","0","0","0","0","0","0","0","0","0","0","16.8023","12.0402","129.7243","0.6855","0.0978","0.0489","0.0434","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"313","Jaheim Bell","NE","te","14","17","29","0","0","0","0","0","0","0","0","0","0","16.7079","12.2179","123.0731","0.7561","0.101","0.0505","0.0442","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"314","K.J. Osborn","NE","wr","14","17","63.7","0","0","0","0","0","0","0","0","0","0","39.6968","25.9278","278.5588","1.639","0.3503","0.1752","0.0406","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"315","Jalin Hyatt","NYG","wr","11","17","63.6","0","0","0","0","0","0","0","0","0","0","37.3865","21.8727","321.8668","1.5202","0.2133","0.1067","0.041","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"316","DJ Turner","LV","wr","10","17","62.5","0","0","0","0","0","0","0","0","0","0","25.8298","16.3026","197.4562","1.0274","0.2392","0.1196","0.0352","195.7413","0.0886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","Jonathan Mingo","CAR","wr","11","17","62.4","0","0","0","0","0","0","0","0","0","0","43.6447","25.7665","278.0212","1.4406","0.3382","0.1691","0.0274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"318","Cedrick Wilson Jr.","NO","wr","12","17","62.3","0","0","0","0","0","0","0","0","0","0","37.5005","23.481","286.7802","1.6212","0.2216","0.1108","0.0299","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"319","Grant Calcaterra","PHI","te","5","17","27.3","0","0","0","0","0","0","0","0","0","0","14.8943","11.0168","118.7209","0.737","0.0893","0.0446","0.025","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"320","Andrei Iosivas","CIN","wr","12","17","61.9","0","0","0","0","0","0","0","0","0","0","35.1005","22.8975","283.9312","1.698","0.2315","0.1158","0.046","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"321","AJ Barner","SEA","te","10","17","26.4","0","0","0","0","0","0","0","0","0","0","14.2167","10.5922","108.4711","0.827","0.0876","0.0438","0.0453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
