season,week,game_id,team,blocked_kicks,defense_special_teams_fumbles_forced,defense_special_teams_fumbles_recovered
2024,9,2024_09_LAC_CLE,LAC,1.0,0.0,0.0
2024,9,2024_09_LA_SEA,LAR,1.0,0.0,0.0
2024,9,2024_09_LA_SEA,SEA,1.0,0.0,0.0
2024,9,2024_09_NE_TEN,NE,0.0,2.0,0.0
2024,10,2024_10_ATL_NO,NO,1.0,0.0,0.0
2024,10,2024_10_BUF_IND,IND,0.0,1.0,0.0
2024,10,2024_10_DEN_KC,KC,1.0,0.0,0.0
2024,10,2024_10_PIT_WAS,PIT,0.0,0.0,1.0
2024,10,2024_10_SF_TB,TB,0.0,0.0,1.0
2024,11,2024_11_GB_CHI,GB,1.0,0.0,0.0
2024,11,2024_11_LA_NE,LAR,1.0,0.0,0.0
2024,11,2024_11_WAS_PHI,PHI,0.0,1.0,0.0
2024,12,2024_12_DAL_WAS,WAS,1.0,0.0,0.0
2024,12,2024_12_MIN_CHI,MIN,1.0,0.0,1.0
2024,12,2024_12_SF_GB,GB,0.0,1.0,0.0
2024,12,2024_12_TEN_HOU,HOU,0.0,0.0,1.0
2024,13,2024_13_LV_KC,KC,0.0,1.0,0.0
2024,13,2024_13_MIA_GB,GB,0.0,0.0,1.0
2024,13,2024_13_NYG_DAL,DAL,0.0,1.0,0.0
2024,13,2024_13_NYG_DAL,NYG,0.0,1.0,0.0
2024,13,2024_13_PHI_BAL,PHI,0.0,1.0,0.0
2024,13,2024_13_PIT_CIN,CIN,1.0,0.0,0.0
2024,13,2024_13_SEA_NYJ,NYJ,1.0,1.0,2.0
2024,13,2024_13_SEA_NYJ,SEA,1.0,0.0,0.0
2024,13,2024_13_SF_BUF,BUF,0.0,1.0,1.0
2024,13,2024_13_TEN_WAS,WAS,0.0,1.0,1.0
2024,14,2024_14_ATL_MIN,MIN,0.0,1.0,1.0
2024,14,2024_14_BUF_LA,LAR,1.0,0.0,0.0
2024,14,2024_14_CIN_DAL,CIN,0.0,0.0,1.0
2024,14,2024_14_CLE_PIT,PIT,0.0,0.0,1.0
2024,14,2024_14_NO_NYG,NO,1.0,0.0,0.0
2024,14,2024_14_NO_NYG,NYG,1.0,0.0,0.0
2024,15,2024_15_ATL_LV,ATL,2.0,0.0,0.0
2024,15,2024_15_CHI_MIN,CHI,1.0,0.0,0.0
2024,15,2024_15_KC_CLE,KC,0.0,1.0,1.0
2024,15,2024_15_PIT_PHI,PIT,0.0,1.0,1.0
2024,15,2024_15_TB_LAC,TB,0.0,1.0,0.0
2024,16,2024_16_LA_NYJ,LAR,0.0,0.0,1.0
2024,16,2024_16_PHI_WAS,WAS,0.0,1.0,1.0
2024,16,2024_16_PIT_BAL,PIT,0.0,1.0,0.0
2024,17,2024_17_ARI_LA,LAR,1.0,0.0,0.0
2024,17,2024_17_CAR_TB,TB,1.0,0.0,0.0
2024,17,2024_17_DET_SF,DET,0.0,1.0,0.0
2024,17,2024_17_DET_SF,SF,1.0,0.0,0.0
2024,17,2024_17_KC_PIT,PIT,0.0,1.0,0.0
2024,17,2024_17_LV_NO,NO,1.0,0.0,0.0
2024,18,2024_18_CIN_PIT,CIN,0.0,1.0,1.0
2024,18,2024_18_CIN_PIT,PIT,0.0,0.0,1.0
2024,18,2024_18_SF_ARI,SF,0.0,1.0,0.0
2024,18,2024_18_WAS_DAL,DAL,0.0,0.0,1.0
