Player,PassTD,INT,SACKS,RecTD,RUSH_ATT,RushTD,RUSH_RECEIVE_TD,TD.1,LG,20+,FL,FPTS,FPTS/G,ROST,AIR/A,PKT TIME,SK,KNCK,HRRY,BLITZ,POOR,RZ ATT,RTG,CMP,PassATT,PCT,PassYDS,Y/A,Y/ATT,YBCON,YBCON/ATT,YACON/ATT,TK LOSS,TK LOSS YDS,LNG TD,YACON.1,RushATT,RushYDS,YBC,YBC/R,AIR/R,YAC,YAC/R,YACON/R,% TM,CATCHABLE,RecYDS,Y/R,AIR,DROP,YACON,BRKTKL,LNG,RZ TGT,REC,TGT,10+ YDS,20+ YDS,30+ YDS,40+ YDS,50+ YDS,Rank,G,Pos,Team,week1Targets,week2Targets,week3Targts,week4Targets,week5Targets,week6Targets,week7Targets,week8Targets,week9Targets,week10Targets,week11Targets,week12Targets,week13Targets,week14Targets,week15Targets,week16Targets,week17Targets,week18Targets,TTL,AVG
Erik Ezukanma,,,,0.0,5,0.0,,,0.0,0.0,0.0,2.2,1.1,0.0%,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,0,0.0,,,,,,,0.0,1.0,,,,,,197.0,2.0,WR,MIA,0,1,-,-,-,-,-,-,-,bye,-,-,-,-,-,-,-,-,1.0,0.5
Ethan Fernea,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,266.0,1.0,WR,IND,-,-,-,-,-,-,-,-,-,-,bye,-,-,-,-,0,-,-,0.0,0.0
Evan Engram,,,,,,,4.0,0.0,34.0,10.0,2.0,230.3,13.5,96.7%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,455.0,4.0,6.3,508.0,4.5,1.3,23.6%,122.0,963,8.4,716,7.0,150.0,5.0,34.0,9.0,114.0,143.0,40.0,9.0,1.0,0.0,0.0,2.0,17.0,TE,JAC,5,8,8,8,8,7,7,10,bye,7,6,8,9,12,6,15,6,13,143.0,8.4
Evan Hull,,,,,,,0.0,0.0,1.0,0.0,0.0,1.7,1.7,1.3%,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,,,6.0,6.0,,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,140.0,1.0,RB,IND,1,-,-,-,-,-,-,-,-,-,bye,-,-,-,-,-,-,-,1.0,1.0
Ezekiel Elliott,,,,,,,3.0,2.0,17.0,0.0,1.0,174.5,10.3,82.2%,,,,,,,,,,,,,,3.5,3.5,366.0,2.0,1.5,17.0,-29.0,6.0,110.0,184.0,642,,,,,,,,,313.0,6.1,,,274.0,5.0,17.0,4.0,51.0,65.0,8.0,0.0,0.0,0.0,0.0,30.0,17.0,RB,NE,7,0,1,3,4,1,1,0,5,2,bye,2,5,8,6,11,2,7,65.0,3.8
Feleipe Franks,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,79.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Foster Moreau,,,,,,,1.0,0.0,23.0,1.0,0.0,46.3,3.1,0.1%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,97.0,4.6,5.8,96.0,4.6,0.9,4.3%,22.0,193,9.2,122,1.0,19.0,0.0,23.0,4.0,21.0,25.0,8.0,1.0,0.0,0.0,0.0,49.0,15.0,TE,NO,0,2,-,-,1,4,4,0,1,0,bye,0,2,2,5,2,1,1,25.0,1.7
Frank Darby,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,284.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Freddie Swain,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,228.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gabe Davis,,,,7.0,1,0.0,,,57.0,21.0,1.0,161.4,9.5,77.2%,,,,,,,,,,,,,,,,,,,,,,,,-2.0,566,12.6,27.4,180.0,4.0,0.9,14.9%,48.0,746,16.6,"1,231",3.0,42.0,1.0,57.0,11.0,45.0,81.0,27.0,12.0,6.0,2.0,1.0,41.0,17.0,WR,BUF,4,7,4,3,8,4,5,12,2,6,0,12,bye,2,1,6,3,2,81.0,4.8
Gardner Minshew II,15.0,9.0,34.0,,,3.0,,,,,5.0,205.2,12.8,24.3%,3.9,2.4,34.0,30.0,32.0,169.0,70.0,58.0,86.0,305.0,490.0,62.2,"3,305",6.7,,,,,,,,,34.0,100.0,,,,,,,,,,,"1,902",26.0,,,,,,,125.0,36.0,20.0,11.0,5.0,21.0,16.0,,,,,,,,,,,,,,,,,,,,,,
Garrett Mills,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,194.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Garrett Wilson,,,,3.0,4,0.0,,,68.0,21.0,2.0,213.2,12.5,96.6%,,,,,,,,,,,,,,,,,,,,,,,,0.0,715,7.5,17.7,327.0,3.4,1.5,29.8%,103.0,"1,042",11.0,"1,681",7.0,141.0,10.0,68.0,17.0,95.0,168.0,38.0,11.0,7.0,2.0,1.0,26.0,17.0,WR,NYJ,5,8,9,14,7,12,bye,13,13,14,8,10,7,14,4,15,10,5,168.0,9.9
Gary Brightwell,,,,,,,0.0,0.0,5.0,0.0,0.0,11.6,2.9,0.2%,,,,,,,,,,,,,,2.1,2.1,7.0,0.8,1.3,1.0,-1.0,0.0,13.0,9.0,19,,,,,,,,,47.0,9.4,,,12.0,1.0,5.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,109.0,4.0,RB,NYG,2,0,3,2,-,-,-,-,-,-,-,-,bye,-,-,-,-,-,7.0,1.8
Geno Smith,20.0,9.0,31.0,,,1.0,,,,,3.0,236.4,15.8,68.6%,4.3,2.4,31.0,46.0,63.0,145.0,67.0,67.0,91.0,323.0,499.0,64.7,"3,624",7.3,,,,,,,,,37.0,155.0,,,,,,,,,,,"2,157",24.0,,,,,,,142.0,46.0,21.0,5.0,4.0,19.0,15.0,,,,,,,,,,,,,,,,,,,,,,
Geoff Swaim,,,,,,,0.0,0.0,26.0,1.0,0.0,19.4,1.4,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,64.0,6.4,6.0,30.0,3.0,0.9,2.0%,10.0,94,9.4,60,0.0,9.0,0.0,26.0,2.0,10.0,11.0,3.0,1.0,0.0,0.0,0.0,78.0,14.0,TE,ARI,0,0,0,1,2,0,1,0,0,2,2,0,2,bye,1,-,-,-,11.0,0.8
George Kittle,,,,,,,6.0,0.0,66.0,31.0,0.0,203.2,12.7,98.0%,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,537.0,8.3,13.1,483.0,7.4,2.3,19.1%,71.0,"1,020",15.7,852,4.0,150.0,4.0,66.0,12.0,65.0,90.0,40.0,18.0,8.0,3.0,2.0,5.0,16.0,TE,SF,6,3,9,1,4,2,7,11,bye,4,9,5,6,5,4,10,4,-,90.0,5.6
George Pickens,,,,5.0,3,0.0,,,86.0,42.0,0.0,208.8,12.3,83.7%,,,,,,,,,,,,,,,,,,,,,,,,18.0,747,11.9,22.6,393.0,6.2,1.7,21.9%,65.0,"1,140",18.1,"1,423",2.0,108.0,5.0,86.0,8.0,63.0,106.0,42.0,22.0,11.0,6.0,3.0,29.0,17.0,WR,PIT,7,10,6,7,10,bye,8,5,5,4,6,5,5,6,7,6,9,0,106.0,6.2
Gerald Everett,,,,,,,3.0,0.0,31.0,5.0,0.0,111.1,7.4,41.6%,,,,,,,,,,,,,,,,,,,,,,,3.0,10.0,136.0,2.7,5.5,275.0,5.4,2.1,11.4%,53.0,411,8.1,282,2.0,106.0,9.0,31.0,10.0,51.0,70.0,16.0,4.0,1.0,0.0,0.0,23.0,15.0,TE,LAC,3,3,6,2,bye,5,4,-,2,2,-,4,5,8,8,8,9,1,70.0,4.7
Gerrit Prince,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,163.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Giovanni Ricci,,,,,,,0.0,0.0,2.0,0.0,0.0,1.2,0.2,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,2,2.0,,,,,,,1.0,1.0,,,,,,112.0,6.0,TE,CAR,1,0,-,0,-,0,bye,-,0,-,-,-,-,0,-,-,-,-,1.0,0.2
Godwin Igwebuike,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,213.0,7.0,RB,PIT,-,-,-,-,-,bye,0,0,0,-,-,-,0,0,0,-,0,-,0.0,0.0
Grant Calcaterra,,,,,,,0.0,0.0,12.0,0.0,0.0,7.9,0.6,0.1%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,7.0,1.8,1.8,32.0,8.0,3.5,0.8%,4.0,39,9.8,7,0.0,14.0,1.0,12.0,1.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,92.0,14.0,TE,PHI,0,0,0,0,0,0,0,0,-,bye,0,-,0,0,-,2,0,2,4.0,0.3
Grant DuBose,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,250.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Greg Dortch,,,,2.0,1,0.0,,,38.0,6.0,0.0,64.5,4.0,6.2%,,,,,,,,,,,,,,,,,,,,,,,,5.0,128,5.3,16.3,152.0,6.3,2.7,7.6%,24.0,280,11.7,390,0.0,64.0,1.0,38.0,3.0,24.0,41.0,11.0,3.0,3.0,0.0,0.0,93.0,16.0,WR,ARI,0,0,0,0,0,1,0,-,1,0,8,9,3,bye,3,5,7,4,41.0,2.6
Greg Dulcich,,,,,,,0.0,0.0,13.0,0.0,0.0,5.5,2.8,5.8%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,20.0,6.7,7.7,5.0,1.7,0.0,0.8%,3.0,25,8.3,23,0.0,0.0,0.0,13.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,97.0,2.0,TE,DEN,2,-,-,-,-,2,-,-,bye,-,-,-,-,-,-,-,-,-,4.0,2.0
Greg Ward,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,328.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Griffin Hebert,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,151.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Gunner Olszewski,,,,0.0,0,0.0,,,0.0,0.0,2.0,3.0,0.3,0.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,1.0,1.0,,,,,,195.0,12.0,WR,NYG,-,1,-,-,0,-,-,0,0,0,0,0,bye,0,0,0,0,0,1.0,0.1
Gus Edwards,,,,,,,13.0,0.0,42.0,8.0,2.0,187.0,11.0,76.9%,,,,,,,,,,,,,,4.1,4.1,514.0,2.6,1.5,13.0,-25.0,7.0,12.0,198.0,810,,,,,,,,,180.0,15.0,,,296.0,11.0,42.0,0.0,12.0,13.0,15.0,6.0,1.0,1.0,0.0,25.0,17.0,RB,BAL,0,0,0,3,0,1,1,2,0,1,2,1,bye,0,1,1,0,0,13.0,0.8
Harrison Bryant,,,,,,,3.0,0.0,23.0,1.0,1.0,37.9,2.2,0.3%,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,46.0,3.5,6.2,35.0,2.7,0.8,3.4%,15.0,81,6.2,81,2.0,11.0,1.0,23.0,5.0,13.0,20.0,1.0,1.0,0.0,0.0,0.0,56.0,17.0,TE,CLE,2,2,0,1,bye,1,1,1,0,1,0,1,5,0,1,1,3,0,20.0,1.2
Hassan Hall,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,180.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Hassan Haskins,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,188.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Hayden Hurst,,,,,,,1.0,0.0,48.0,3.0,0.0,42.4,4.2,2.6%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,117.0,6.5,13.4,67.0,3.7,0.7,6.0%,20.0,184,10.2,242,2.0,13.0,1.0,48.0,3.0,18.0,32.0,5.0,1.0,1.0,1.0,0.0,50.0,10.0,TE,CAR,7,3,3,3,3,3,bye,2,4,4,-,-,-,-,-,0,-,-,32.0,3.2
Hendon Hooker,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.2%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Henry Pearson,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,181.0,2.0,RB,GB,-,-,-,-,-,bye,-,-,-,-,-,0,0,-,-,-,-,-,0.0,0.0
Hunter Cantwell,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Hunter Henry,,,,,,,6.0,0.0,24.0,2.0,0.0,119.9,8.6,21.9%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,341.0,8.1,12.5,78.0,1.9,0.8,11.3%,45.0,419,10.0,523,3.0,33.0,2.0,24.0,6.0,42.0,61.0,16.0,2.0,0.0,0.0,0.0,19.0,14.0,TE,NE,6,7,5,5,2,3,3,3,6,5,bye,0,4,3,9,-,-,-,61.0,4.4
Hunter Kampmoyer,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,178.0,1.0,TE,LAC,-,-,-,-,bye,-,-,-,-,-,-,0,-,-,-,-,-,-,0.0,0.0
Hunter Long,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,164.0,3.0,TE,LAR,-,-,-,-,-,-,-,-,-,bye,-,0,0,0,-,-,-,-,0.0,0.0
Hunter Luepke,,,,,,,1.0,0.0,9.0,0.0,0.0,12.7,0.7,0.1%,,,,,,,,,,,,,,3.2,3.2,6.0,1.0,2.2,0.0,0.0,3.0,6.0,6.0,19,,,,,,,,,18.0,6.0,,,13.0,0.0,9.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,107.0,17.0,RB,DAL,0,0,1,0,0,0,bye,1,1,0,0,0,0,0,0,1,0,0,4.0,0.2
Hunter Renfrow,,,,0.0,0,0.0,,,38.0,5.0,1.0,48.5,2.9,2.3%,,,,,,,,,,,,,,,,,,,,,,,,0.0,103,4.1,8.3,152.0,6.1,1.5,7.0%,26.0,255,10.2,207,1.0,37.0,2.0,38.0,3.0,25.0,37.0,9.0,3.0,2.0,0.0,0.0,114.0,17.0,WR,LV,0,1,2,4,2,0,3,4,3,1,5,4,bye,5,2,1,0,0,37.0,2.2
Ian Book,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,,,,,,,,,,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,82.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Ian Thomas,,,,,,,0.0,0.0,28.0,1.0,0.0,10.6,0.9,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,23.0,4.6,15.6,33.0,6.6,3.0,1.7%,6.0,56,11.2,78,1.0,15.0,1.0,28.0,1.0,5.0,9.0,1.0,1.0,0.0,0.0,0.0,88.0,12.0,TE,CAR,0,0,1,1,2,-,bye,-,-,-,0,1,1,0,-,0,1,2,9.0,0.8
Ihmir Smith-Marsette,,,,0.0,8,1.0,,,18.0,0.0,0.0,32.5,1.9,0.1%,,,,,,,,,,,,,,,,,,,,,,,,74.0,3,0.4,1.1,48.0,6.0,1.8,1.9%,9.0,51,6.4,9,1.0,14.0,1.0,18.0,0.0,8.0,10.0,2.0,0.0,0.0,0.0,0.0,137.0,17.0,WR,CAR,0,0,0,0,0,0,bye,0,0,0,0,1,0,1,2,1,3,2,10.0,0.6
Irv Smith Jr.,,,,,,,1.0,0.0,14.0,0.0,1.0,33.5,2.8,2.7%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,49.0,2.7,5.8,66.0,3.7,1.1,4.4%,21.0,115,6.4,105,3.0,20.0,0.0,14.0,5.0,18.0,26.0,4.0,0.0,0.0,0.0,0.0,62.0,12.0,TE,CIN,5,4,-,-,0,2,bye,4,4,1,1,2,0,0,3,-,-,-,26.0,2.2
Irvin Charles,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,1.0,,,,,,268.0,11.0,WR,NYJ,-,-,-,-,0,0,bye,-,0,0,0,0,-,0,0,0,0,1,1.0,0.1
Isaiah Hodgins,,,,3.0,0,0.0,,,24.0,1.0,1.0,60.0,3.5,1.1%,,,,,,,,,,,,,,,,,,,,,,,,0.0,155,7.4,12.5,75.0,3.6,0.9,6.8%,21.0,230,11.0,263,0.0,19.0,1.0,24.0,5.0,21.0,33.0,12.0,1.0,0.0,0.0,0.0,100.0,17.0,WR,NYG,3,5,1,3,2,0,4,0,1,2,3,1,bye,2,1,0,2,3,33.0,1.9
Isaiah Likely,,,,,,,5.0,0.0,54.0,11.0,0.0,101.1,5.9,65.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,195.0,6.5,8.3,216.0,7.2,3.1,8.4%,33.0,411,13.7,249,3.0,94.0,5.0,54.0,7.0,30.0,40.0,16.0,6.0,3.0,1.0,1.0,25.0,17.0,TE,BAL,1,1,2,0,0,0,0,1,4,1,2,6,bye,7,6,4,3,2,40.0,2.4
Isaiah McKenzie,,,,0.0,3,0.0,,,30.0,2.0,2.0,16.6,1.3,0.1%,,,,,,,,,,,,,,,,,,,,,,,,14.0,10,0.9,3.2,72.0,6.5,1.7,2.6%,12.0,82,7.5,35,1.0,19.0,0.0,30.0,0.0,11.0,14.0,4.0,1.0,1.0,0.0,0.0,164.0,13.0,WR,IND,0,1,1,3,0,2,0,0,3,4,bye,0,0,0,-,-,-,-,14.0,1.1
Isaiah Spiller,,,,,,,0.0,0.0,8.0,0.0,0.0,19.0,2.1,0.7%,,,,,,,,,,,,,,2.6,2.6,47.0,1.3,1.3,3.0,-5.0,0.0,10.0,37.0,96,,,,,,,,,34.0,5.7,,,49.0,2.0,8.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,93.0,9.0,RB,LAC,-,0,0,2,bye,0,-,1,-,-,-,-,-,0,0,1,2,-,6.0,0.7
Isaiah Winstead,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,243.0,3.0,WR,SF,-,-,-,0,-,-,0,0,bye,-,-,-,-,-,-,-,-,-,0.0,0.0
Isiah Pacheco,,,,,,,7.0,2.0,48.0,11.0,1.0,213.9,15.3,95.0%,,,,,,,,,,,,,,4.6,4.6,560.0,2.7,1.8,14.0,-32.0,48.0,42.0,205.0,935,,,,,,,,,244.0,5.5,,,375.0,15.0,48.0,8.0,44.0,49.0,20.0,6.0,4.0,1.0,0.0,15.0,14.0,RB,KC,4,2,3,3,1,6,4,4,1,bye,1,5,4,-,-,4,7,-,49.0,3.5
Israel Abanikanda,,,,,,,0.0,0.0,12.0,0.0,1.0,16.3,2.3,0.2%,,,,,,,,,,,,,,3.2,3.2,46.0,2.1,1.1,3.0,-5.0,0.0,9.0,22.0,70,,,,,,,,,43.0,6.1,,,24.0,1.0,12.0,0.0,7.0,11.0,2.0,0.0,0.0,0.0,0.0,97.0,7.0,RB,NYJ,-,-,-,-,-,-,bye,-,-,-,2,0,-,0,2,0,7,0,11.0,1.6
Izaiah Gathings,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,161.0,0.0,,,,,,,,,,,,,,,,,,,,,,
J.J. Taylor,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,146.0,0.0,,,,,,,,,,,,,,,,,,,,,,
J.K. Dobbins,,,,,,,1.0,0.0,4.0,0.0,0.0,11.7,11.7,16.4%,,,,,,,,,,,,,,2.8,2.8,18.0,2.3,0.5,0.0,0.0,4.0,13.0,8.0,22,,,,,,,,,15.0,7.5,,,4.0,0.0,4.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,108.0,1.0,RB,BAL,3,-,-,-,-,-,-,-,-,-,-,-,bye,-,-,-,-,-,3.0,3.0
J.P. Foschi,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,184.0,0.0,,,,,,,,,,,,,,,,,,,,,,
J.P. Holtz,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,210.0,1.0,TE,NO,-,-,-,-,-,0,-,-,-,-,bye,-,-,-,-,-,-,-,0.0,0.0
Ja'Marr Chase,,,,7.0,3,0.0,,,76.0,28.0,0.0,262.7,16.4,99.3%,,,,,,,,,,,,,,,,,,,,,,,,-6.0,675,6.8,12.2,541.0,5.4,1.2,24.5%,105.0,"1,216",12.2,"1,220",5.0,123.0,6.0,76.0,19.0,100.0,145.0,48.0,14.0,7.0,4.0,3.0,11.0,16.0,WR,CIN,9,8,15,9,19,13,bye,12,8,6,7,6,12,4,4,-,7,6,145.0,9.1
JaMycal Hasty,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,2.0,,,,,,148.0,2.0,RB,JAC,-,-,-,2,0,-,-,-,bye,-,-,-,-,-,-,-,-,-,2.0,1.0
Jack Colletto,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,171.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Jack Stoll,,,,,,,0.0,0.0,14.0,0.0,0.0,8.8,0.5,0.2%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,13.0,2.6,5.0,25.0,5.0,2.2,1.5%,6.0,38,7.6,25,1.0,11.0,1.0,14.0,2.0,5.0,8.0,2.0,0.0,0.0,0.0,0.0,90.0,17.0,TE,PHI,0,0,2,0,1,0,0,0,0,bye,2,2,0,0,0,0,0,1,8.0,0.5
Jacob Copeland,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,283.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Eason,0.0,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0,0.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,,,0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,104.0,2.0,,,,,,,,,,,,,,,,,,,,,,
Jacob Harris,,,,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,303.0,2.0,TE,JAC,-,-,0,0,-,-,-,-,bye,-,-,-,-,-,-,-,-,-,0.0,0.0
Jacoby Brissett,3.0,0.0,0.0,,,0.0,,,,,0.0,22.9,7.6,1.4%,7.1,2.5,0.0,2.0,0.0,2.0,1.0,8.0,94.0,18.0,23.0,78.3,224,9.7,,,,,,,,,3.0,19.0,,,,,,,,,,,164,1.0,,,,,,,9.0,4.0,1.0,1.0,0.0,57.0,3.0,,,,,,,,,,,,,,,,,,,,,,
Jacques Patrick,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0,,,,,,191.0,0.0,,,,,,,,,,,,,,,,,,,,,,
Jaelon Darden,,,,0.0,0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0%,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0,0.0,,,,,,,0.0,0.0,,,,,,289.0,1.0,WR,CLE,-,-,-,-,bye,0,-,-,-,-,-,-,-,-,-,-,-,-,0.0,0.0
Jahan Dotson,,,,4.0,0,0.0,,,33.0,6.0,0.0,124.8,7.3,53.4%,,,,,,,,,,,,,,,,,,,,,,,,0.0,403,8.2,15.8,115.0,2.3,0.5,13.8%,53.0,518,10.6,774,5.0,24.0,0.0,33.0,11.0,49.0,83.0,24.0,5.0,1.0,0.0,0.0,56.0,17.0,WR,WAS,7,5,4,9,5,1,8,10,8,2,4,6,5,bye,1,4,1,3,83.0,4.9
